0.10000,0.10000,0.00100,0.85000,2.00000,0.10000,0.05000,26.47485,0.00225
0.10000,0.10000,0.00100,0.85000,2.00000,0.10000,0.10000,23.29475,0.00469
0.10000,0.10000,0.00100,0.85000,2.00000,0.10000,0.15000,20.28762,0.00938
0.10000,0.10000,0.00100,0.85000,2.00000,0.10000,0.20000,17.59617,0.01745
0.10000,0.10000,0.00100,0.85000,2.00000,0.10000,0.25000,15.39532,0.02900
0.10000,0.10000,0.00100,0.85000,2.00000,0.10000,0.30000,13.51333,0.04475
0.10000,0.10000,0.00100,0.85000,2.00000,0.15000,0.05000,11.71128,0.06776
0.10000,0.10000,0.00100,0.85000,2.00000,0.15000,0.10000,10.62171,0.08713
0.10000,0.10000,0.00100,0.85000,2.00000,0.15000,0.15000,10.03056,0.09989
0.10000,0.10000,0.00100,0.85000,2.00000,0.15000,0.20000,9.72910,0.10709
0.10000,0.10000,0.00100,0.85000,2.00000,0.15000,0.25000,9.69946,0.10791
0.10000,0.10000,0.00100,0.85000,2.00000,0.15000,0.30000,9.72558,0.10728
0.10000,0.10000,0.00100,0.85000,2.00000,0.20000,0.05000,9.60871,0.11019
0.10000,0.10000,0.00100,0.85000,2.00000,0.20000,0.10000,9.41603,0.11516
0.10000,0.10000,0.00100,0.85000,2.00000,0.20000,0.15000,9.18771,0.12134
0.10000,0.10000,0.00100,0.85000,2.00000,0.20000,0.20000,8.89222,0.12986
0.10000,0.10000,0.00100,0.85000,2.00000,0.20000,0.25000,8.60859,0.13852
0.10000,0.10000,0.00100,0.85000,2.00000,0.20000,0.30000,8.36235,0.14652
0.10000,0.10000,0.00100,0.85000,2.00000,0.25000,0.05000,7.99571,0.15933
0.10000,0.10000,0.00100,0.85000,2.00000,0.25000,0.10000,7.73463,0.16910
0.10000,0.10000,0.00100,0.85000,2.00000,0.25000,0.15000,7.53119,0.17719
0.10000,0.10000,0.00100,0.85000,2.00000,0.25000,0.20000,7.40242,0.18255
0.10000,0.10000,0.00100,0.85000,2.00000,0.25000,0.25000,7.31956,0.18613
0.10000,0.10000,0.00100,0.85000,2.00000,0.25000,0.30000,7.28361,0.18771
0.10000,0.10000,0.00100,0.85000,2.00000,0.30000,0.05000,7.14114,0.19389
0.10000,0.10000,0.00100,0.85000,2.00000,0.30000,0.10000,7.03431,0.19879
0.10000,0.10000,0.00100,0.85000,2.00000,0.30000,0.15000,6.94896,0.20275
0.10000,0.10000,0.00100,0.85000,2.00000,0.30000,0.20000,6.92256,0.20393
0.10000,0.10000,0.00100,0.85000,2.00000,0.30000,0.25000,6.92682,0.20368
0.10000,0.10000,0.00100,0.85000,2.00000,0.30000,0.30000,6.94462,0.20282
0.10000,0.10000,0.00100,0.85000,2.00000,0.35000,0.05000,6.82465,0.20874
0.10000,0.10000,0.00100,0.85000,2.00000,0.35000,0.10000,6.80146,0.20996
0.10000,0.10000,0.00100,0.85000,2.00000,0.35000,0.15000,6.82013,0.20918
0.10000,0.10000,0.00100,0.85000,2.00000,0.35000,0.20000,6.90109,0.20540
